DIST_NAME,AC_NAME,AC_TYPE,CAND_NAME,CAND_SEX,CAND_CATEGORY,CAND_AGE,PARTY,N0_Votes,POSITION,criminal_case,education,total_assest,liabilities
Budaun,SHEKHUPUR,GEN,MOHD. RIZWAN,M,GEN,42,BSP,64327,3,0,Post Graduate,"Rs 2,07,94,639","Rs 39,78,439"
Budaun,SHEKHUPUR,GEN,N-O-T-A,NULL,NULL,NULL,NOTA,1896,4,0,0,0,0
Bulandsahar,SHIKARPUR,GEN,ANIL KUMAR,M,GEN,53,BJP,101912,1,0,12th Pass,"Rs 10,69,49,363","Rs 6,00,000"
Bulandsahar,SHIKARPUR,GEN,MUKESH SHARMA,M,GEN,35,RLD,7734,4,0,12th Pass,"Rs 14,40,13,887","Rs 36,30,348"
Bulandsahar,SHIKARPUR,GEN,MUKUL UPADHYAY,M,GEN,44,BSP,51667,2,0,10th Pass,"Rs 6,51,00,389","Rs 1,05,29,294"
Bulandsahar,SHIKARPUR,GEN,UDAI KARAN SINGH DALAL,M,GEN,32,INC,32914,3,0,Post Graduate,"Rs 9,45,71,542","Rs 5,78,94,185"
Firozabad,SHIKOHABAD,GEN,MUKESH VERMA,M,GEN,48,BJP,87851,1,0,Post Graduate,"Rs 1,31,42,236","Rs 5,40,000"
Firozabad,SHIKOHABAD,GEN,SANJAY KUMAR,M,GEN,43,SP,77074,2,0,Post Graduate,"Rs 27,52,09,590","Rs 67,94,334"
Varanasi,SHIVPUR,GEN,SAROJ CHAUDHARI,M,GEN,40,NINSHAD,2929,4,0,8th Pass,"Rs 32,99,388",Rs 0
Siddharthnagar,SHOHRATGARH,GEN,AMAR SINGH,M,GEN,43,ADAL,67653,1,0,12th Pass,"Rs 22,77,540",Rs 0
Siddharthnagar,SHOHRATGARH,GEN,MO. JAMEEL,M,GEN,39,BSP,45529,2,0,12th Pass,"Rs 2,94,85,433","Rs 1,62,18,900"
Siddharthnagar,SHOHRATGARH,GEN,UGRASEN SINGH,M,GEN,41,SP,36907,3,0,Graduate Professional,"Rs 2,92,66,179","Rs 20,00,000"
Shrawasti,SHRAWASTI,GEN,MOHD. RAMZAN,M,GEN,64,SP,78992,2,0,10th Pass,"Rs 6,06,63,858",Rs 0
Shrawasti,SHRAWASTI,GEN,RAM FERAN,M,GEN,47,BJP,79437,1,0,12th Pass,"Rs 6,00,00,000",Rs 0
Sitapur,SIDHAULI,SC,INDRAPAL,M,SC,32,RKSP,2442,4,0,10th Pass,"Rs 93,77,000",Rs 0
Sitapur,SIDHAULI,SC,MANISH RAWAT,M,SC,33,SP,75996,2,0,Post Graduate,"Rs 1,44,17,532","Rs 4,00,000"
Sitapur,SIDHAULI,SC,RAM BAKSH RAWAT,M,SC,42,BJP,68956,3,0,Graduate Professional,"Rs 1,66,09,896","Rs 21,30,000"
Ballia,SIKANDERPUR,GEN,ARVIND KUMAR RAI,M,GEN,59,IND,2936,4,0,Graduate Professional,"Rs 2,35,51,090","Rs 2,10,000"
Ballia,SIKANDERPUR,GEN,RAJNARAIN,M,GEN,46,BSP,34968,3,0,12th Pass,"Rs 9,27,51,338","Rs 55,96,433"
Ballia,SIKANDERPUR,GEN,ZIYAUDDIN RIZVI,M,GEN,51,SP,45988,2,0,Graduate,"Rs 2,24,63,063",Rs 0
Kanpur Dehat,SIKANDRA,GEN,MAHENDRA KATIYAR (BABLU),M,GEN,48,BSP,49776,2,0,Post Graduate,"Rs 3,27,29,925","Rs 25,14,198"
Kanpur Dehat,SIKANDRA,GEN,MATHURA PRASAD PAL,M,GEN,70,BJP,87879,1,0,10th Pass,"Rs 2,00,74,286",Rs 0
Kanpur Dehat,SIKANDRA,GEN,SEEMA SACHAN,F,GEN,58,SP,42010,3,0,Post Graduate,"Rs 29,14,79,759","Rs 1,79,10,000"
Hathras,SIKANDRA RAO,GEN,BANI SINGH BAGHEL,M,GEN,60,BSP,61357,2,0,Graduate,"Rs 1,38,02,294","Rs 11,66,432"
Hathras,SIKANDRA RAO,GEN,BIRENDRA SINGH RANA,M,GEN,58,BJP,76129,1,0,12th Pass,"Rs 9,80,31,106","Rs 25,30,842"
Hathras,SIKANDRA RAO,GEN,YASHPAL SINGH CHAUHAN,M,GEN,65,SP,59740,3,0,Graduate,"Rs 1,72,30,975","Rs 5,00,000"
Bulandsahar,SIKANDRABAD,GEN,ASHA YADAV,F,GEN,40,RLD,17714,4,0,12th Pass,"Rs 3,35,26,640",Rs 0
Bulandsahar,SIKANDRABAD,GEN,BIMLA SINGH SOLANKI,F,GEN,57,BJP,104956,1,0,12th Pass,"Rs 16,53,08,204","Rs 62,72,037"
Bulandsahar,SIKANDRABAD,GEN,MOHD IMRAN,M,GEN,40,BSP,76333,2,0,8th Pass,"Rs 4,02,29,298","Rs 3,25,000"
Bulandsahar,SIKANDRABAD,GEN,RAHUL YADAV,M,GEN,33,SP,48910,3,0,Others,"Rs 25,24,20,000",Rs 0
Kaushambi,SIRATHU,GEN,SAEEDUR RAB,M,GEN,54,BSP,43782,3,0,Post Graduate,"Rs 31,33,50,357","Rs 1,61,13,191"
Kaushambi,SIRATHU,GEN,SHEETLA PRASAD,M,GEN,42,BJP,78621,1,0,10th Pass,"Rs 84,06,845","Rs 17,26,407"
Kaushambi,SIRATHU,GEN,VACHASPATI,M,SC,60,SP,52418,2,0,Post Graduate,"Rs 7,11,55,611",Rs 0
Firozabad,SIRSAGANJ,GEN,JAIVEER SINGH,M,GEN,58,BJP,79605,2,0,12th Pass,"Rs 13,32,63,581","Rs 40,000"
Kanpur Nagar,SISHAMAU,GEN,NAND LAL SINGH,M,SC,30,BSP,11949,3,0,Others,"Rs 1,03,75,576","Rs 2,59,200"
Kanpur Nagar,SISHAMAU,GEN,N-O-T-A,NULL,NULL,NULL,NOTA,791,4,0,0,0,0
Maharajganj,SISWA,GEN,PREM SAGAR PATEL,M,GEN,54,BJP,122884,1,0,Graduate,"Rs 1,33,70,173","Rs 8,50,000"
Maharajganj,SISWA,GEN,RAKESH KUMAR,M,GEN,57,IND,4073,4,0,Graduate Professional,"Rs 22,49,000",Rs 0
Sitapur,SITAPUR,GEN,ASHFAQ KHAN,M,GEN,39,BSP,52181,3,0,Graduate Professional,"Rs 2,36,30,039","Rs 87,96,129"
Sitapur,SITAPUR,GEN,N-O-T-A,NULL,NULL,NULL,NOTA,1842,4,0,0,0,0
Sitapur,SITAPUR,GEN,RAKESH,M,GEN,52,BJP,98850,1,0,8th Pass,"Rs 6,562",Rs 0
Meerut,SIWALKHAS,GEN,GULAM MOHAMMAD,M,GEN,64,SP,61421,2,0,Post Graduate,"Rs 2,29,12,312","Rs 72,94,153"
Meerut,SIWALKHAS,GEN,JITENDRA PAL SINGH,M,GEN,47,BJP,72842,1,0,Post Graduate,"Rs 78,73,475","Rs 5,86,376"
Meerut,SIWALKHAS,GEN,YASHVIR SINGH,M,GEN,57,RLD,44710,3,0,12th Pass,"Rs 1,97,90,246","Rs 9,00,000"
Allahabad,SORAON,SC,DR.JAMUNA PRASAD SAROJ,M,SC,49,ADAL,77814,1,0,Post Graduate,"Rs 1,30,79,218","Rs 14,82,616"
Allahabad,SORAON,SC,GEETA DEVI,F,SC,52,BSP,60079,2,0,12th Pass,"Rs 1,50,75,782","Rs 6,00,000"
Allahabad,SORAON,SC,SATYAVEER,M,SC,44,SP,54345,3,0,Post Graduate,"Rs 1,99,03,080","Rs 2,59,959"
Kheri,SRI NAGAR,SC,MANJU TYAGI,F,SC,34,BJP,112941,1,0,Post Graduate,"Rs 2,00,90,356",Rs 0
Kheri,SRI NAGAR,SC,MEERA BANO,F,SC,36,SP,58002,2,0,Literate,"Rs 87,70,000",Rs 0
Kheri,SRI NAGAR,SC,N-O-T-A,M,SC,33,BSP,44757,3,0,0,0,0
Kheri,SRI NAGAR,SC,PRAVEEN KUMAR,NULL,NULL,NULL,NOTA,2141,4,0,Post Graduate,"Rs 67,65,938","Rs 5,00,000"
Rampur,SUAR,GEN,LAXMI SAINI,F,GEN,30,BJP,53347,2,0,Post Graduate,"Rs 51,80,105","Rs 85,000"
Rampur,SUAR,GEN,MOHAMMAD ABDULLAH AZAM KHAN,M,GEN,26,SP,106443,1,0,Post Graduate,"Rs 47,39,051",Rs 0
Sultanpur,SULTANPUR,GEN,MUJEEB AHMAD,M,GEN,42,BSP,54393,2,0,12th Pass,"Rs 4,24,43,308","Rs 8,45,380"
Sultanpur,SULTANPUR,GEN,RAM DULAR PATHAK,M,GEN,57,SARSAMP,1859,4,0,Post Graduate,"Rs 12,73,48,695","Rs 9,00,000"
Sultanpur,SULTANPUR,GEN,SURYA BHAN SINGH,M,GEN,66,BJP,86786,1,0,10th Pass,"Rs 8,50,26,400","Rs 24,00,821"
Bulandsahar,SYANA,GEN,DEVENDRA,M,GEN,55,BJP,125854,1,0,Graduate Professional,"Rs 3,52,42,056","Rs 24,19,000"
Bulandsahar,SYANA,GEN,DILNAWAZ KHAN,M,GEN,39,BSP,54224,2,0,Literate,"Rs 2,58,73,661","Rs 5,00,000"
Bulandsahar,SYANA,GEN,MOHD ARIF SAEED,M,GEN,40,INC,20611,4,0,Graduate,"Rs 23,61,000",Rs 0
Kushinagar,TAMKUHI RAJ,GEN,JAGADISH MISHRA  ALIAS  BALTI BABA,M,GEN,70,BJP,43097,2,0,Graduate,"Rs 5,66,30,000",Rs 0
Ambedkar Nagar,TANDA,GEN,AZEEMUL HAQ PAHALWAN,M,GEN,54,SP,73043,2,0,10th Pass,"Rs 2,53,28,525",Rs 0
Ambedkar Nagar,TANDA,GEN,SANJU DEVI,F,GEN,41,BJP,74768,1,0,8th Pass,"Rs 62,28,299",Rs 0
Gonda,TARABGANJ,GEN,N-O-T-A,NULL,NULL,NULL,NOTA,3384,4,0,0,0,0
Moradabad,THAKURDWARA,GEN,EJAJ AHMAD,M,GEN,47,AIMIM,9444,4,0,10th Pass,"Rs 11,31,294",Rs 0
Moradabad,THAKURDWARA,GEN,NAVAB JAN,M,GEN,58,SP,107865,1,0,8th Pass,"Rs 1,96,85,704",Rs 0
Moradabad,THAKURDWARA,GEN,VIJAY YADAV,M,GEN,54,BSP,39821,3,0,10th Pass,"Rs 8,96,72,000",Rs 0
Shamli,THANA BHAWAN,GEN,ABDUL WARIS KHAN,M,GEN,36,BSP,74178,2,0,Graduate Professional,"Rs 5,88,06,919","Rs 17,974"
Shamli,THANA BHAWAN,GEN,JAVED RAO,M,GEN,43,RLD,31275,3,0,Literate,"Rs 5,75,42,000","Rs 3,48,000"
Shamli,THANA BHAWAN,GEN,SUDHIR KUMAR,M,GEN,56,SP,13480,4,0,Graduate,"Rs 1,63,43,249","Rs 18,52,254"
Shamli,THANA BHAWAN,GEN,SURESH KUMAR,M,GEN,44,BJP,90995,1,0,12th Pass,"Rs 97,61,462","Rs 11,80,000"
Shahjahanpur,TILHAR,GEN,AVADHESH KUMAR VERMA,M,GEN,53,BSP,31418,3,0,Graduate,"Rs 5,07,98,868","Rs 46,56,856"
Shahjahanpur,TILHAR,GEN,KUNWAR JITIN PRASADA,M,GEN,40,INC,76065,2,0,Post Graduate,"Rs 9,21,47,256",Rs 0
Shahjahanpur,TILHAR,GEN,PRADIP KUMAR,M,GEN,42,RLD,3983,4,0,Post Graduate,"Rs 3,60,000",Rs 0
Amethi,TILOI,GEN,N-O-T-A,NULL,NULL,NULL,NOTA,2567,4,0,0,0,0
Banda,TINDWARI,GEN,BRAJESH KUMAR PRAJAPATI,M,GEN,31,BJP,82197,1,0,Graduate Professional,"Rs 77,02,700",Rs 0
Banda,TINDWARI,GEN,JAGDISH PRASAD,M,GEN,61,BSP,44790,2,0,Graduate Professional,"Rs 1,14,65,000",Rs 0
Kannauj,TIRWA,GEN,N-O-T-A,NULL,NULL,NULL,NOTA,1872,4,0,0,0,0
Kannauj,TIRWA,GEN,VIJAY BAHADUR PAL,M,GEN,76,SP,76217,2,0,Post Graduate,"Rs 21,17,377",Rs 0
Kannauj,TIRWA,GEN,VIJAY SINGH,M,GEN,56,BSP,32036,3,0,10th Pass,"Rs 2,00,000",Rs 0
Balrampur,TULSIPUR,GEN,ABDUL MASHHOOD KHAN MASOOD,M,GEN,55,SP,36549,3,0,12th Pass,"Rs 2,45,24,634","Rs 3,06,500"
Balrampur,TULSIPUR,GEN,KAILASH NATH,M,GEN,57,BJP,62296,1,0,Graduate Professional,"Rs 1,01,07,707",Rs 0
Balrampur,TULSIPUR,GEN,KRISHN KUMAR,M,GEN,58,BSP,23273,4,0,Doctorate,"Rs 1,67,59,419","Rs 25,27,614"
Balrampur,TULSIPUR,GEN,ZEBA RIZWAN,F,GEN,33,INC,43637,2,0,Post Graduate,"Rs 3,57,000",Rs 0
Firozabad,TUNDLA,SC,GANGA PRASHAD PUSKAR,M,SC,83,RLD,2576,4,0,Graduate Professional,"Rs 6,41,68,000",Rs 0
Firozabad,TUNDLA,SC,RAKESH BABU,M,SC,57,BSP,62514,2,0,Post Graduate,"Rs 1,13,87,905",Rs 0
Firozabad,TUNDLA,SC,SHIV SINGH CHAK,M,SC,53,SP,54888,3,0,12th Pass,"Rs 87,39,571",Rs 0
Rae Bareli,UNCHAHAR,GEN,VIVEK VIKRAM SINGH,M,GEN,31,BSP,45356,3,0,Graduate,"Rs 4,42,17,904","Rs 1,66,52,290"
Unnao,UNNAO,SC,MANISHA DEEPAK,F,SC,44,SP,73597,2,0,8th Pass,"Rs 8,77,62,000","Rs 14,73,000"
Unnao,UNNAO,SC,PANKAJ TRIPATHI,M,SC,37,BSP,26739,3,0,Post Graduate,"Rs 3,38,14,685","Rs 50,00,000"
Unnao,UNNAO,SC,SURESH KUMAR PAL,M,SC,57,IND,4888,4,0,Graduate,"Rs 12,77,34,034","Rs 7,00,713"
Balrampur,UTRAULA,GEN,ARIF ANWAR HASHMI,M,GEN,52,SP,56066,2,0,Post Graduate,"Rs 4,89,30,422","Rs 47,21,792"
Balrampur,UTRAULA,GEN,MOHD NIZAMULLAH KHAN,M,GEN,55,AIMIM,2966,4,0,10th Pass,"Rs 2,34,22,584",Rs 0
Balrampur,UTRAULA,GEN,PARVEZ AHMAD,M,GEN,54,BSP,44799,3,0,Graduate Professional,"Rs 5,02,96,794",Rs 0
Balrampur,UTRAULA,GEN,RAM PRATAP,M,GEN,33,BJP,85240,1,0,Post Graduate,"Rs 2,07,91,798","Rs 38,50,000"
Varanasi,VARANASI CANTT.,GEN,AJOY MUKHARJEE,M,GEN,55,CPI,1515,4,0,Graduate Professional,"Rs 37,61,446",Rs 0
Varanasi,VARANASI CANTT.,GEN,RIZWAN AHMAD,M,GEN,33,BSP,14118,3,0,12th Pass,"Rs 31,14,500","Rs 32,285"
Varanasi,VARANASI NORTH,GEN,SUJEET KUMAR,M,GEN,41,BSP,32574,3,0,12th Pass,"Rs 22,51,150","Rs 3,48,314"
Varanasi,VARANASI SOUTH,GEN,RAKESH TRIPATHI,M,GEN,39,BSP,5922,3,0,Graduate,"Rs 11,45,39,110","Rs 3,10,52,560"
Varanasi,VARANASI SOUTH,GEN,SATISH KUMAR AGRAHARI,M,GEN,36,IND,844,4,0,8th Pass,"Rs 28,53,645","Rs 27,61,800"
Pratapgarh,VISHWANATH GANJ,GEN,PREMANAND TRIPATHI,M,GEN,35,BSP,33878,3,0,Post Graduate,"Rs 22,51,78,100","Rs 18,42,000"
Pratapgarh,VISHWANATH GANJ,GEN,RAKESH KUMAR,M,GEN,39,IND,5830,4,0,Graduate Professional,"Rs 22,49,000",Rs 0
Pratapgarh,VISHWANATH GANJ,GEN,RAKESH KUMAR VERMA,M,GEN,44,ADAL,81899,1,0,Graduate Professional,"Rs 7,27,31,724","Rs 6,00,000"
Pratapgarh,VISHWANATH GANJ,GEN,SANJAY PANDEY,M,GEN,37,INC,58541,2,0,Graduate Professional,"Rs 7,45,44,740","Rs 35,88,352"
Jaunpur,ZAFRABAD,GEN,JAY PRAKASH,M,GEN,49,CPI,2845,4,0,Graduate Professional,"Rs 11,95,437",Rs 0
Jaunpur,ZAFRABAD,GEN,SACHINDRA NATH,M,GEN,43,BSP,45490,3,0,Graduate,"Rs 2,42,74,642",Rs 0
Ghazipur,ZAHOORABAD,GEN,KALICHARAN,M,GEN,64,BSP,68502,2,0,10th Pass,"Rs 54,60,217","Rs 10,00,000"
Ghazipur,ZAHOORABAD,GEN,KANHAIYA,M,GEN,65,NINSHAD,2681,4,0,10th Pass,"Rs 33,75,000",Rs 0
Ghazipur,ZAHOORABAD,GEN,MAHENDRA,M,GEN,41,SP,64574,3,0,10th Pass,"Rs 82,79,370",Rs 0
Barabanki,ZAIDPUR,SC,KM. MEETA GAUTAM,F,SC,46,BSP,48095,3,0,Post Graduate,"Rs 2,32,98,392",Rs 0
Barabanki,ZAIDPUR,SC,RAMGOPAL,M,SC,56,SP,4383,4,0,Graduate,"Rs 11,54,244",Rs 0
Barabanki,ZAIDPUR,SC,TANUJ PUNIA,M,SC,32,INC,81883,2,0,Graduate,"Rs 11,79,998",Rs 0
Ghazipur,ZAMANIA,GEN,SUNITA,F,GEN,51,BJP,76823,1,0,Graduate,"Rs 15,38,33,889","Rs 2,58,67,770"
Agra,AGRA RURAL,SC,UPENDRA SINGH,M,SC,46,INC,31312,3,1,Post Graduate,"Rs 2,56,59,543","Rs 38,24,148"
Varanasi,AJAGARA,SC,ARTI,F,SC,40,IND,8639,4,1,8th Pass,"Rs 21,52,000",Rs 0
Varanasi,AJAGARA,SC,LALJI SONKAR,M,SC,37,SP,62429,2,1,Literate,"Rs 24,63,821",Rs 0
Varanasi,AJAGARA,SC,TRIBHUVAN RAM,M,SC,68,BSP,52480,3,1,Graduate Professional,"Rs 8,54,27,698","Rs 65,00,000"
Ambedkar Nagar,AKBARPUR,GEN,SHRIRAM,M,GEN,58,NINSHAD,6550,4,1,Post Graduate,"Rs 1,15,55,151","Rs 26,82,000"
Allahabad,ALLAHABAD NORTH,GEN,HARSHVARDHAN BAJPAI,M,GEN,36,BJP,89191,1,1,Graduate Professional,"Rs 7,42,28,789",Rs 0
Allahabad,ALLAHABAD SOUTH,GEN,AQEELUR RAHMAN,M,GEN,58,PECP,872,4,1,12th Pass,"Rs 17,26,631",Rs 0
Allahabad,ALLAHABAD SOUTH,GEN,HAJI PARVEZ  AHMAD TANKI,M,GEN,53,SP,64424,2,1,12th Pass,"Rs 8,78,56,934","Rs 1,37,13,068"
Allahabad,ALLAHABAD WEST,GEN,HASAN AKHLAQ ALIAS RIZWAN NIWAN,M,GEN,48,IND,4018,4,1,Literate,"Rs 59,30,000",Rs 0
Kasganj,AMANPUR,GEN,DEV PRAKASH,M,GEN,32,BSP,33166,3,1,Graduate,"Rs 2,28,77,302","Rs 5,00,000"
Amroha,AMROHA,GEN,NAUSHAD ALI,M,GEN,37,BSP,59671,2,1,Graduate Professional,"Rs 1,08,89,576",Rs 0
Bulandsahar,ANUPSHAHR,GEN,HOSHIYAR SINGH,M,GEN,71,RLD,11628,4,1,12th Pass,"Rs 1,16,00,952","Rs 6,74,018"
Bareilly,AONLA,GEN,DHARM PAL SINGH,M,GEN,64,BJP,63165,1,1,Post Graduate,"Rs 1,37,64,085","Rs 20,00,000"
Aligarh,ATRAULI,GEN,ILIYAS CHAUDHARY,M,GEN,51,BSP,45041,3,1,5th Pass,"Rs 5,43,20,000",Rs 0
Azamgarh,AZAMGARH,GEN,AKHILESH,M,GEN,40,BJP,61825,2,1,Graduate,"Rs 5,56,35,290","Rs 50,13,851"
Pratapgarh,BABAGANJ,SC,PAWAN KUMAR,M,SC,34,BJP,50618,2,1,Graduate Professional,"Rs 56,74,000","Rs 4,550"
Budaun,BADAUN,GEN,BHUPENDRA SINGH,M,GEN,61,BSP,32641,3,1,Post Graduate,"Rs 2,42,95,856","Rs 9,46,011"
Baghpat,BAGHPAT,GEN,YOGESH DHAMA,M,GEN,41,BJP,92566,1,1,Graduate,"Rs 2,54,76,703",Rs 0
Agra,BAH,GEN,MADHUSUDAN SHARMA,M,GEN,51,BSP,57427,2,1,8th Pass,"Rs 17,25,92,239","Rs 4,16,28,802"
Hardoi,BALAMAU,SC,RAM PAL VERMA,M,SC,58,BJP,74917,1,1,Post Graduate,"Rs 3,81,52,058","Rs 1,74,547"
Mathura,BALDEV,SC,NIRANJAN SINGH DHANGAR,M,SC,50,RLD,75203,2,1,Graduate,"Rs 1,73,26,885","Rs 45,10,340"
Balrampur,BALRAMPUR,SC,PALTURAM,M,SC,45,BJP,89401,1,1,Post Graduate,"Rs 2,36,58,309","Rs 16,26,985"
Banda,BANDA,GEN,MADHUSUDAN KUSHWAHA,M,GEN,41,BSP,50341,2,1,Graduate,"Rs 50,29,364",Rs 0
Unnao,BANGERMAU,GEN,KULDEEP SINGH SENGAR,M,GEN,50,BJP,87657,1,1,12th Pass,"Rs 2,90,44,307",Rs 0
Unnao,BANGERMAU,GEN,MOHD IRASHAD KHAN,M,GEN,58,BSP,44730,3,1,Graduate,"Rs 1,15,61,000",Rs 0
Ballia,BANSDIH,GEN,ARVIND RAJBHAR,M,GEN,28,SBSP,40234,3,1,Post Graduate,"Rs 2,96,343",Rs 0
Ballia,BANSDIH,GEN,KETAKEE SINGH,F,GEN,33,IND,49514,2,1,Graduate,"Rs 94,55,905",Rs 0
Siddharthnagar,BANSI,GEN,LAL JI,M,GEN,51,SP,58606,2,1,12th Pass,"Rs 2,70,08,143","Rs 11,03,521"
Aligarh,BARAULI,GEN,KESHAV SINGH,M,GEN,36,INC,17238,3,1,12th Pass,"Rs 1,33,15,000",Rs 0
Baghpat,BARAUT,GEN,KRISHANPAL MALIK URF KRISHANPAL MALIK,M,GEN,56,BJP,79427,1,1,10th Pass,"Rs 11,93,73,055","Rs 1,58,43,747"
Bareilly,BAREILLY,GEN,ER. ANEES AHAMAD KHAN,M,GEN,59,BSP,14596,3,1,Others,"Rs 5,99,93,300","Rs 16,17,936"
Bareilly,BAREILLY CANTT.,GEN,RAJENDRA PRASAD GUPTA,M,GEN,48,BSP,14239,3,1,12th Pass,"Rs 3,71,27,694","Rs 71,88,220"
Deoria,BARHAJ,GEN,PURNENDU TIWARI URF P.D.TIWARI,M,GEN,31,SP,27761,3,1,Post Graduate,"Rs 48,11,067",Rs 0
PILIBHIT,BARKHERA,GEN,HEMRAJ VERMA,M,GEN,41,SP,46665,2,1,Graduate,"Rs 1,02,59,859","Rs 8,98,092"
PILIBHIT,BARKHERA,GEN,JAIDRATH ALIAS PRABAKTANAND,M,GEN,41,RLD,22631,4,1,12th Pass,"Rs 3,16,000",Rs 0
Basti,BASTI SADAR,GEN,DAYARAM CHAUDHARY,M,GEN,66,BJP,92697,1,1,12th Pass,"Rs 3,67,96,294","Rs 25,66,889"
Basti,BASTI SADAR,GEN,JITENDRA KUMAR ALIAS NANDU CHAUDHARY,M,GEN,54,BSP,49538,3,1,12th Pass,"Rs 6,24,53,806","Rs 96,44,810"
Ballia,BELTHARA ROAD,SC,GORAKH PASWAN,M,SC,54,SP,59185,2,1,12th Pass,"Rs 1,11,68,845","Rs 5,91,654"
Sant Ravidas Nagar,BHADOHI,GEN,RANGNATH MISHRA,M,GEN,57,BSP,56555,3,1,Graduate,"Rs 7,63,34,765","Rs 3,67,30,443"
Shrawasti,BHINGA,GEN,MOHAMMAD ASLAM,M,GEN,51,BSP,76040,1,1,Graduate Professional,"Rs 3,07,67,906","Rs 29,00,000"
Kanpur Dehat,BHOGNIPUR,GEN,DHARMPAL SINGH BHADAURIA,M,GEN,49,BSP,52461,2,1,Graduate,"Rs 2,12,46,531","Rs 40,00,265"
Bareilly,BHOJIPURA,GEN,SHAZIL ISLAM ANSARI,M,GEN,42,SP,72617,2,1,Graduate Professional,"Rs 2,76,98,015","Rs 18,07,372"
Farrukhabad,BHOJPUR,GEN,NITIN SINGH JAIMINI RAJPUT,M,GEN,39,BSP,25838,3,1,Graduate,"Rs 13,83,700",Rs 0
Mainpuri,BHONGAON,GEN,RAM NARESH AGNIHOTRI,M,GEN,60,BJP,92697,1,1,Graduate Professional,"Rs 5,39,53,414","Rs 58,64,360"
Rampur,BILASPUR,GEN,SANJAY KAPOOR,M,GEN,54,INC,76741,2,1,Graduate Professional,"Rs 6,12,82,000","Rs 21,67,000"
Kanpur Nagar,BILHAUR,SC,KAMLESH CHANDRA DIWAKAR,M,SC,50,BSP,71160,2,1,Post Graduate,"Rs 6,44,29,572","Rs 63,73,545"
Fatehpur,BINDKI,GEN,RAMESHWAR DAYAL,M,GEN,47,SP,41618,2,1,12th Pass,"Rs 2,29,55,602",Rs 0
Sitapur,BISWAN,GEN,NIRMAL VERMA,M,GEN,53,BSP,65040,3,1,Graduate,"Rs 1,88,74,906","Rs 21,48,500"
Bulandsahar,BULANDSHAHR,GEN,VIRENDRA SINGH SIROHI,M,GEN,71,BJP,111538,1,1,Graduate Professional,"Rs 2,32,34,044",Rs 0
Chandauli,CHAKIA,SC,SHARADA PRASAD,M,SC,58,BJP,96890,1,1,Literate,"Rs 61,71,000",Rs 0
Sambhal,CHANDAUSI,SC,KM. VIMLESH KUMARI,F,SC,34,INC,59337,2,1,Graduate Professional,"Rs 9,22,204",Rs 0
Aligarh,CHHARRA,GEN,THAKUR RAKESH SINGH,M,GEN,43,SP,54604,2,1,Graduate Professional,"Rs 1,31,03,495",Rs 0
Chitrakoot,CHITRAKOOT,GEN,CHANDRIKA PRASAD UPADHYAY,M,GEN,66,BJP,90366,1,1,Post Graduate,"Rs 2,07,31,979","Rs 5,19,831"
Gonda,COLONELGANJ,GEN,AJAY PRATAP SINGH,M,GEN,54,BJP,82867,1,1,12th Pass,"Rs 49,05,62,192","Rs 1,50,00,000"
Gautam Buddha Nagar,DADRI,GEN,RAVINDRA SINGH BHATI,M,GEN,40,RLD,10373,4,1,Graduate Professional,"Rs 1,09,24,899",Rs 0
Gautam Buddha Nagar,DADRI,GEN,SAMIR BHATI,M,GEN,51,INC,39975,3,1,Graduate Professional,"Rs 2,61,94,955","Rs 10,00,000"
Barabanki,DARIYABAD,GEN,MOHD.MUBASSIR,M,GEN,35,BSP,54512,3,1,8th Pass,"Rs 2,16,70,028","Rs 21,75,000"
Deoria,DEORIA,GEN,J.P. JAISWAL,M,GEN,54,SP,41794,2,1,Graduate,"Rs 11,65,01,454","Rs 75,00,000"
Amroha,DHANAURA,SC,JAGRAM SINGH,M,SC,58,SP,64714,2,1,Graduate,"Rs 85,20,501",Rs 0
Sant Kabir Nagar,DHANGHATA,SC,ALGOO PRASAD,M,SC,46,SP,62663,2,1,12th Pass,"Rs 1,13,70,329",Rs 0
Sant Kabir Nagar,DHANGHATA,SC,SHRI RAM CHAUHAN,M,SC,59,BJP,79572,1,1,Post Graduate,"Rs 1,11,95,708","Rs 76,000"
Siddharthnagar,DOMARIYAGANJ,GEN,ASHOK KUMAR SINGH,M,GEN,49,PECP,10351,4,1,Graduate Professional,"Rs 1,27,10,000","Rs 35,00,000"
Siddharthnagar,DOMARIYAGANJ,GEN,RAGHVENDRA PRATAP SINGH,M,GEN,50,BJP,67227,1,1,Graduate,"Rs 5,88,93,920","Rs 4,55,515"
Sonbhadra,DUDDHI,ST,VIJAY SINGH GOND,M,ST,61,BSP,63314,2,1,Graduate,"Rs 1,82,12,097",Rs 0
Etawah,ETAWAH,GEN,KULDEEP GUPTA,M,GEN,45,SP,73892,2,1,10th Pass,"Rs 3,41,35,439","Rs 49,76,367"
Etawah,ETAWAH,GEN,SARITA BHADAURIYA,F,GEN,50,BJP,91234,1,1,Graduate,"Rs 2,43,01,448","Rs 16,50,000"
Agra,ETMADPUR,GEN,NARENDRA BAGHEL,M,GEN,47,RLD,3496,4,1,Literate,"Rs 1,74,47,649","Rs 12,80,000"
Bareilly,FARIDPUR,SC,POONAM SEN,F,SC,45,RLD,3075,4,1,Post Graduate,"Rs 16,99,98,440","Rs 2,08,99,219"
