DIST_NAME,AC_NAME,AC_TYPE,CAND_NAME,CAND_SEX,CAND_CATEGORY,CAND_AGE,PARTY,N0_Votes,POSITION,criminal_case,education,total_assest,liabilities
Agra,AGRA CANTT,SC,GUTIYARI LAL DUWESH,M,SC,52,BSP,66853,2,0,8th Pass,"Rs 5,41,17,613","Rs 1,23,04,057"
Agra,AGRA CANTT,SC,MAMTA KAUDAN,F,SC,44,SP,64683,3,0,Graduate,"Rs 4,46,29,000","Rs 30,00,000"
Agra,AGRA CANTT,SC,SUBHASH CHAND,M,SC,57,IND,1236,4,0,8th Pass,"Rs 22,05,500",Rs 0
Agra,AGRA NORTH,GEN,ATUL GARG,M,GEN,47,SP,36739,3,0,Graduate Professional,"Rs 2,24,32,102",Rs 0
Agra,AGRA RURAL,SC,HEMLATA DIWAKAR,F,SC,36,BJP,129887,1,0,Graduate Professional,"Rs 2,47,18,058","Rs 1,70,000"
Agra,AGRA RURAL,SC,KALICHARAN SUMAN,M,SC,52,BSP,64591,2,0,Post Graduate,"Rs 1,78,50,449","Rs 2,29,263"
Agra,AGRA SOUTH,GEN,NAZIR AHMED,M,GEN,59,INC,39434,3,0,Graduate,"Rs 2,11,47,10,975",Rs 0
Agra,AGRA SOUTH,GEN,THOMSAN MASSEY,M,GEN,44,IND,979,4,0,8th Pass,"Rs 57,000",Rs 0
Varanasi,AJAGARA,SC,KAILASH NATH SONKAR,M,SC,54,SBSP,83778,1,0,12th Pass,"Rs 8,46,92,864","Rs 26,90,000"
Ambedkar Nagar,AKBARPUR,GEN,CHANDRA PRAKASH VERMA,M,GEN,45,BJP,57821,3,0,Post Graduate,"Rs 1,27,03,157",Rs 0
Ambedkar Nagar,AKBARPUR,GEN,RAM ACHAL RAJBHAR,M,GEN,62,BSP,72325,1,0,Graduate,"Rs 2,20,55,532",Rs 0
Ambedkar Nagar,AKBARPUR,GEN,RAM MURTI VERMA,M,GEN,52,SP,58312,2,0,12th Pass,"Rs 3,38,75,383","Rs 88,07,232"
Kanpur Dehat,AKBARPUR-RANIYA,GEN,DR. SATISH SHUKLA,M,GEN,40,BSP,45761,3,0,Doctorate,"Rs 2,51,71,385","Rs 4,80,000"
Kanpur Dehat,AKBARPUR-RANIYA,GEN,NEERAJ SINGH,M,GEN,36,SP,58701,2,0,Graduate,"Rs 1,41,59,613",Rs 0
Kanpur Dehat,AKBARPUR-RANIYA,GEN,PRATIBHA SHUKLA,F,GEN,56,BJP,87430,1,0,Post Graduate,"Rs 4,76,37,179","Rs 43,20,289"
Kanpur Dehat,AKBARPUR-RANIYA,GEN,VIJAY LAXMI,F,GEN,56,LD,2313,4,0,10th Pass,"Rs 78,93,000",Rs 0
Ambedkar Nagar,ALAPUR,SC,ANEETA,F,SC,31,BJP,72366,1,0,Post Graduate,"Rs 10,37,549","Rs 26,000"
Ambedkar Nagar,ALAPUR,SC,N-O-T-A,NULL,NULL,NULL,NOTA,1949,4,0,0,0,0
Ambedkar Nagar,ALAPUR,SC,SANGEETA,F,SC,40,SP,59853,2,0,8th Pass,"Rs 34,46,505","Rs 20,50,000"
Ambedkar Nagar,ALAPUR,SC,TRIBHUWAN DUTT,M,SC,52,BSP,58591,3,0,12th Pass,"Rs 3,43,50,575","Rs 1,02,41,305"
Etah,ALIGANJ,GEN,N-O-T-A,NULL,NULL,NULL,NOTA,1572,4,0,0,0,0
Etah,ALIGANJ,GEN,SATYAPAL SINGH RATHAUR,M,GEN,59,BJP,88695,1,0,10th Pass,"Rs 1,42,70,061","Rs 24,90,045"
Aligarh,ALIGARH,GEN,MOHD ARIF,M,GEN,42,BSP,25704,3,0,12th Pass,"Rs 1,66,47,050","Rs 72,33,003"
Aligarh,ALIGARH,GEN,RAJKUMAR,M,SC,32,SWAJANPA,3325,4,0,12th Pass,"Rs 4,03,000",Rs 0
Aligarh,ALIGARH,GEN,ZAFAR ALAM,M,GEN,72,SP,98312,2,0,Graduate,"Rs 40,94,69,000","Rs 3,06,000"
Allahabad,ALLAHABAD NORTH,GEN,AMIT SRIVASTAVA,M,GEN,37,BSP,23388,3,0,12th Pass,"Rs 9,12,132","Rs 2,88,000"
Allahabad,ALLAHABAD NORTH,GEN,ANUGRAH NARAYAN SINGH,M,GEN,66,INC,54166,2,0,Graduate Professional,"Rs 1,19,55,375",Rs 0
Allahabad,ALLAHABAD NORTH,GEN,BADAL CHATTERRJEE,M,GEN,62,IND,980,4,0,Post Graduate,"Rs 8,34,77,458","Rs 4,30,201"
Allahabad,ALLAHABAD SOUTH,GEN,MASHOOQ KHAN,M,GEN,56,BSP,12162,3,0,8th Pass,"Rs 10,76,27,968",Rs 0
Allahabad,ALLAHABAD WEST,GEN,RICHA SINGH,F,GEN,29,SP,60182,2,0,Post Graduate,"Rs 13,07,557",Rs 0
Allahabad,ALLAHABAD WEST,GEN,SIDHARTH NATH SINGH,M,GEN,53,BJP,85518,1,0,Graduate,"Rs 22,06,77,358","Rs 9,31,72,910"
Kasganj,AMANPUR,GEN,DEVENDRA PRATAP,M,GEN,55,BJP,85199,1,0,12th Pass,"Rs 1,43,89,000","Rs 4,00,000"
Kasganj,AMANPUR,GEN,RAHUL PANDAY,M,GEN,33,MD,16967,4,0,Post Graduate,"Rs 2,75,29,209","Rs 9,63,388"
Kasganj,AMANPUR,GEN,VIRENDRA SINGH SOLANKI,M,GEN,67,SP,43395,2,0,Post Graduate,"Rs 2,03,80,000",Rs 0
Amethi,AMETHI,GEN,AMEETA SINH,F,GEN,54,INC,20291,4,0,Doctorate,"Rs 36,77,31,633","Rs 32,07,818"
Amethi,AMETHI,GEN,GARIMA SINGH,F,GEN,61,BJP,64226,1,0,12th Pass,"Rs 24,21,37,763","Rs 13,278"
Amethi,AMETHI,GEN,GAYTRI PRASAD,M,GEN,49,SP,59161,2,0,Graduate,"Rs 10,02,51,101","Rs 2,31,29,881"
Amethi,AMETHI,GEN,RAM JI,M,GEN,31,BSP,30175,3,0,12th Pass,"Rs 2,69,76,553","Rs 9,36,094"
Farrukhabad,AMRITPUR,GEN,ARUN KUMAR MISHRA,M,GEN,49,BSP,16500,3,0,Graduate,"Rs 2,44,39,807","Rs 15,68,835"
Farrukhabad,AMRITPUR,GEN,NARENDRA SINGH YADAV,M,GEN,67,SP,52995,2,0,Post Graduate,"Rs 6,82,36,987",Rs 0
Farrukhabad,AMRITPUR,GEN,SHISHU PRATAP SINGH,M,GEN,31,IND,3252,4,0,Post Graduate,"Rs 1,10,29,461","Rs 29,30,148"
Amroha,AMROHA,GEN,DR. KUNWAR SAIN SAINI,M,GEN,53,BJP,45420,3,0,Graduate Professional,"Rs 6,17,31,200","Rs 26,99,711"
Amroha,AMROHA,GEN,SALEEM KHAN,M,GEN,49,RLD,14132,4,0,Graduate Professional,"Rs 5,79,96,910","Rs 6,83,865"
Bulandsahar,ANUPSHAHR,GEN,GAJENDRA SINGH,M,GEN,42,BSP,52117,2,0,Literate,"Rs 8,92,40,299",Rs 0
Bulandsahar,ANUPSHAHR,GEN,SANJAY,M,GEN,46,BJP,112431,1,0,Post Graduate,"Rs 2,51,14,226","Rs 61,04,523"
Bulandsahar,ANUPSHAHR,GEN,SYED HIMAYAT ALI,M,GEN,52,SP,48610,3,0,10th Pass,"Rs 8,65,98,107","Rs 8,52,956"
Bareilly,AONLA,GEN,AGAM KUMAR MAURYA,M,GEN,30,BSP,54192,3,0,Graduate Professional,"Rs 93,15,009","Rs 4,70,541"
Bareilly,AONLA,GEN,N-O-T-A,NULL,NULL,NULL,NOTA,1794,4,0,0,0,0
Bareilly,AONLA,GEN,SIDHRAJ SINGH,M,GEN,37,SP,59619,2,0,Post Graduate,"Rs 1,96,52,460","Rs 9,11,542"
Kanpur Nagar,ARYA NAGAR,GEN,A HASIV,M,GEN,56,BSP,6061,3,0,12th Pass,"Rs 3,94,24,827","Rs 58,46,335"
Kanpur Nagar,ARYA NAGAR,GEN,AMITABH BAJPAI,M,GEN,43,SP,70993,1,0,Post Graduate,"Rs 2,60,90,438","Rs 49,94,119"
Kanpur Nagar,ARYA NAGAR,GEN,PRAMOD KUMAR JAISWAL,M,GEN,65,INC,1596,4,0,Graduate,"Rs 24,46,91,559",Rs 0
Kanpur Nagar,ARYA NAGAR,GEN,SALIL VISHNOI,M,GEN,61,BJP,65270,2,0,Graduate Professional,"Rs 3,23,82,770","Rs 42,87,390"
Sambhal,ASMOLI,GEN,AQEELURREHMAN KHAN,M,GEN,55,BSP,67457,3,0,Post Graduate,"Rs 3,28,89,119","Rs 19,22,216"
Sambhal,ASMOLI,GEN,N-O-T-A,NULL,NULL,NULL,NOTA,1872,4,0,0,0,0
Sambhal,ASMOLI,GEN,PINKI YADAV,F,GEN,35,SP,97610,1,0,Graduate Professional,"Rs 2,54,75,000","Rs 2,00,000"
Aligarh,ATRAULI,GEN,N-O-T-A,NULL,NULL,NULL,NOTA,1325,4,0,0,0,0
Aligarh,ATRAULI,GEN,SANDEEP KUMAR SINGH,M,GEN,26,BJP,115397,1,0,Post Graduate,"Rs 1,42,93,695",Rs 0
Azamgarh,ATRAULIYA,GEN,KANHAIYA LAL NISHAD,M,GEN,49,BJP,71809,2,0,Literate,"Rs 2,76,79,700","Rs 15,00,247"
Azamgarh,ATRAULIYA,GEN,TRILOKI NATH,M,SC,60,CPI,2730,4,0,Not Given,"Rs 50,000",Rs 0
Sant Ravidas Nagar,AURAI,SC,DINANATH BHASHKAR,M,SC,53,BJP,83325,1,0,Post Graduate,"Rs 6,68,91,470","Rs 79,50,000"
Auraiya,AURAIYA,SC,BHIMRAO AMBEDKAR,M,SC,52,BSP,51718,2,0,Graduate Professional,"Rs 41,61,850",Rs 0
Auraiya,AURAIYA,SC,KANTI,F,SC,62,NINSHAD,5141,4,0,10th Pass,"Rs 95,000",Rs 0
Auraiya,AURAIYA,SC,MADAN SINGH GAUTAM ALIAS SANTOSH,M,SC,50,SP,39201,3,0,Graduate,"Rs 1,27,74,196","Rs 16,56,258"
Auraiya,AURAIYA,SC,RAMESH CHANDRA,M,SC,53,BJP,83580,1,0,Post Graduate,"Rs 5,06,99,000",Rs 0
Fatehpur,AYAH SHAH,GEN,ABBAS MEHNDI,M,GEN,46,PECP,2159,4,0,12th Pass,"Rs 5,03,000",Rs 0
Fatehpur,AYAH SHAH,GEN,RAMBAHADUR,M,GEN,47,BSP,27365,3,0,Post Graduate,"Rs 3,59,85,284",Rs 0
Fatehpur,AYAH SHAH,GEN,VIKAS GUPTA,M,GEN,40,BJP,81203,1,0,Post Graduate,"Rs 16,35,85,233","Rs 2,27,92,574"
Faizabad,AYODHYA,GEN,VED PRAKASH GUPTA,M,GEN,69,BJP,107014,1,0,Graduate,"Rs 5,29,99,053","Rs 26,39,000"
Azamgarh,AZAMGARH,GEN,DURGA PRASAD,M,GEN,64,SP,88087,1,0,Graduate Professional,"Rs 17,90,52,962","Rs 88,01,620"
Azamgarh,AZAMGARH,GEN,N-O-T-A,NULL,NULL,NULL,NOTA,2134,4,0,0,0,0
Pratapgarh,BABAGANJ,SC,DAYA RAM,M,SC,58,BSP,17205,3,0,Graduate,"Rs 74,52,885","Rs 1,00,000"
Pratapgarh,BABAGANJ,SC,N-O-T-A,NULL,NULL,NULL,NOTA,3386,4,0,0,0,0
Banda,BABERU,GEN,CHANDRAPAL KUSHWAHA,M,GEN,64,BJP,76187,1,0,Graduate,"Rs 1,16,32,865","Rs 3,80,000"
Banda,BABERU,GEN,KIRAN YADAV,F,GEN,41,BSP,53886,2,0,12th Pass,"Rs 1,65,47,523",Rs 0
Banda,BABERU,GEN,N-O-T-A,NULL,NULL,NULL,NOTA,3559,4,0,0,0,0
Jhansi,BABINA,GEN,KALICHARAN KUSHWAHA,M,GEN,43,JAM,3282,4,0,12th Pass,"Rs 56,45,271",Rs 0
Jhansi,BABINA,GEN,KRISHNA PAL SINGH RAJPOOT,M,GEN,42,BSP,42614,3,0,Graduate,"Rs 16,75,000",Rs 0
Jhansi,BABINA,GEN,RAJEEV SINGH &QUOT;PARICHHA&QUOT;,M,GEN,40,BJP,96713,1,0,10th Pass,"Rs 6,53,12,895","Rs 25,90,863"
Jhansi,BABINA,GEN,YASHPAL SINGH YADAV,M,GEN,33,SP,79876,2,0,Post Graduate,"Rs 9,38,68,999","Rs 3,34,22,252"
Rae Bareli,BACHHRAWAN,SC,RAM NARESH RAWAT,M,SC,52,BJP,65324,1,0,Post Graduate,"Rs 2,63,02,531","Rs 47,49,720"
Rae Bareli,BACHHRAWAN,SC,SHAHAB SHARAN,M,SC,39,INC,43015,2,0,Graduate,"Rs 49,22,091","Rs 2,70,000"
Rae Bareli,BACHHRAWAN,SC,SHYAM SUNDAR,M,SC,53,BSP,33582,3,0,10th Pass,"Rs 35,40,098","Rs 59,811"
Rae Bareli,BACHHRAWAN,SC,SUSHIL PASI,M,SC,41,IND,23271,4,0,Post Graduate,"Rs 1,44,40,519","Rs 7,90,000"
Budaun,BADAUN,GEN,ABID RAZA KHAN,M,GEN,44,SP,70847,2,0,Graduate,"Rs 5,97,78,561","Rs 11,24,000"
Budaun,BADAUN,GEN,MAHESH CHANDRA GUPTA,M,GEN,59,BJP,87314,1,0,10th Pass,"Rs 2,90,40,728","Rs 10,69,161"
Budaun,BADAUN,GEN,RAMSEWAK SINGH PATEL,M,GEN,62,SHS,14576,4,0,Graduate,"Rs 3,40,94,708","Rs 27,30,000"
Jaunpur,BADLAPUR,GEN,RAMESH CHANDRA MISHRA,M,GEN,39,BJP,60237,1,0,10th Pass,"Rs 46,01,808",Rs 0
Baghpat,BAGHPAT,GEN,AHMED HAMEED,M,GEN,36,BSP,61206,2,0,Post Graduate,"Rs 25,40,88,021","Rs 3,22,906"
Agra,BAH,GEN,HANSKALI ALIAS ANSHU RANI NISHAD,F,GEN,39,SP,46885,3,0,Literate,"Rs 50,85,000",Rs 0
Agra,BAH,GEN,N-O-T-A,NULL,NULL,NULL,NOTA,2214,4,0,0,0,0
Agra,BAH,GEN,RANI PAKSHALIKA SINGH,F,GEN,56,BJP,80567,1,0,Graduate,"Rs 58,29,98,813","Rs 28,17,351"
Baharaich,BAHARAICH,GEN,ANUPMA JAISWAL,F,GEN,50,BJP,87479,1,0,Post Graduate,"Rs 2,60,97,506","Rs 21,63,714"
Baharaich,BAHARAICH,GEN,N-O-T-A,NULL,NULL,NULL,NOTA,2604,4,0,0,0,0
Baharaich,BAHARAICH,GEN,RUBAB SAYEDA,F,GEN,66,SP,80777,2,0,Post Graduate,"Rs 9,93,12,472","Rs 5,94,00,000"
Bareilly,BAHERI,GEN,ATA UR REHMAN,M,GEN,49,SP,63841,3,0,Others,"Rs 3,20,35,000","Rs 48,62,000"
Bareilly,BAHERI,GEN,CHHATRA PAL SINGH,M,GEN,54,BJP,108846,1,0,Post Graduate,"Rs 1,29,26,518","Rs 5,16,619"
Bareilly,BAHERI,GEN,NASEEM AHMAD,M,GEN,50,BSP,66009,2,0,Post Graduate,"Rs 6,19,99,703","Rs 41,40,000"
Bareilly,BAHERI,GEN,UBAID ULLAH KHAN,M,GEN,56,MD,2658,4,0,Graduate,"Rs 7,11,01,000","Rs 5,00,000"
Ballia,BAIRIA,GEN,ASHANI SINGH,F,GEN,32,IND,6122,4,0,Graduate,"Rs 58,65,881","Rs 15,00,000"
Ballia,BAIRIA,GEN,JAVAHAR,M,GEN,51,BSP,27974,3,0,Post Graduate,"Rs 81,96,568","Rs 21,39,615"
Ballia,BAIRIA,GEN,JAY PRAKASH ANCHAL,M,GEN,49,SP,47791,2,0,Post Graduate,"Rs 1,66,05,825","Rs 10,00,000"
Lucknow,BAKSHI KAA TALAB,GEN,AVINASH TRIVEDI,M,GEN,46,BJP,96482,1,0,Graduate,"Rs 2,36,50,407","Rs 7,05,232"
Lucknow,BAKSHI KAA TALAB,GEN,GOMTI YADAV,M,GEN,55,SP,74995,3,0,Literate,"Rs 1,00,11,545",Rs 0
Lucknow,BAKSHI KAA TALAB,GEN,NAKUL DUBEY,M,GEN,51,BSP,78898,2,0,10th Pass,"Rs 4,40,000",Rs 0
Hardoi,BALAMAU,SC,NEELU SATYARTHI,F,SC,42,BSP,52029,2,0,Doctorate,"Rs 2,19,52,200",Rs 0
Mathura,BALDEV,SC,POORAN PRAKASH,M,SC,62,BJP,88411,1,0,Graduate Professional,"Rs 7,82,02,766","Rs 15,00,000"
Mathura,BALDEV,SC,PREMCHAND,M,SC,50,BSP,53539,3,0,10th Pass,"Rs 1,35,80,000",Rs 0
Mathura,BALDEV,SC,RANVIR,M,SC,32,SP,8893,4,0,Graduate,"Rs 33,57,000","Rs 40,000"
Baharaich,BALHA,SC,AKSHAYVARALAL,M,SC,71,BJP,104135,1,0,10th Pass,"Rs 3,67,87,797","Rs 34,49,826"
Baharaich,BALHA,SC,BANSHI DHAR BAUDH,M,SC,61,SP,29349,3,0,Literate,"Rs 36,49,183",Rs 0
Baharaich,BALHA,SC,KIRAN BHARTI,F,SC,48,BSP,57519,2,0,Graduate,"Rs 2,42,64,000",Rs 0
Baharaich,BALHA,SC,N-O-T-A,NULL,NULL,NULL,NOTA,3382,4,0,0,0,0
Ballia,BALLIA NAGAR,GEN,LAXMAN,M,GEN,45,SP,52878,2,0,Post Graduate,"Rs 1,04,45,716",Rs 0
Ballia,BALLIA NAGAR,GEN,N-O-T-A,NULL,NULL,NULL,NOTA,1716,4,0,0,0,0
Balrampur,BALRAMPUR,SC,N-O-T-A,NULL,NULL,NULL,NOTA,3414,4,0,0,0,0
Balrampur,BALRAMPUR,SC,RAM SAGAR AKELA,M,SC,55,BSP,26011,3,0,Graduate Professional,"Rs 1,92,24,936","Rs 29,04,400"
Balrampur,BALRAMPUR,SC,SHIVLAL,M,SC,59,INC,64541,2,0,12th Pass,"Rs 32,94,117",Rs 0
Banda,BANDA,GEN,MOHD. ASLAM,M,GEN,45,IND,2736,4,0,Graduate,"Rs 70,49,000","Rs 2,50,000"
Banda,BANDA,GEN,PRAKASH DWIVEDI,M,GEN,39,BJP,83169,1,0,Graduate,"Rs 14,79,29,430","Rs 4,04,29,688"
Unnao,BANGERMAU,GEN,BADALOO KHAN,M,GEN,59,SP,59330,2,0,12th Pass,"Rs 4,39,30,463","Rs 76,10,000"
Unnao,BANGERMAU,GEN,N-O-T-A,NULL,NULL,NULL,NOTA,1873,4,0,0,0,0
Ballia,BANSDIH,GEN,RAM GOVIND CHAUDHERI,M,GEN,70,SP,51201,1,0,Graduate Professional,"Rs 1,60,00,107",Rs 0
Ballia,BANSDIH,GEN,SHIVSHANKAR,M,GEN,65,BSP,38745,4,0,10th Pass,"Rs 1,68,64,202","Rs 19,17,645"
Gorakhpur,BANSGAON,SC,DHARMENDRA KUMAR,M,SC,39,BSP,49093,2,0,Post Graduate,"Rs 1,53,022",Rs 0
Gorakhpur,BANSGAON,SC,NANDLAL,M,SC,48,NINSHAD,7892,4,0,12th Pass,"Rs 1,79,000",Rs 0
Gorakhpur,BANSGAON,SC,SHARADA DEVI,F,SC,62,SP,44051,3,0,Literate,"Rs 1,51,38,292","Rs 22,38,423"
Gorakhpur,BANSGAON,SC,VIMLESH PASWAN,M,SC,36,BJP,71966,1,0,Graduate Professional,"Rs 2,18,40,000","Rs 32,50,000"
Siddharthnagar,BANSI,GEN,JAI PRATAP SINGH,M,GEN,63,BJP,77548,1,0,Graduate,"Rs 7,18,64,814",Rs 0
Siddharthnagar,BANSI,GEN,LALCHANDRA NISHAD,M,GEN,51,BSP,35425,3,0,12th Pass,"Rs 1,80,82,611","Rs 20,34,852"
Siddharthnagar,BANSI,GEN,RAMSURESH,M,GEN,50,SDU,2391,4,0,12th Pass,"Rs 2,26,87,569","Rs 1,60,000"
Allahabad,BARA,SC,AJAY (BHARTI MUNNA BHAIYA),M,SC,39,SP,45156,2,0,Graduate,"Rs 2,79,66,513",Rs 0
Allahabad,BARA,SC,ASHOK KUMAR GAUTAM,M,SC,42,BSP,37052,3,0,Graduate,"Rs 1,65,51,373","Rs 14,45,900"
Allahabad,BARA,SC,DR. AJAI KUMAR,M,SC,48,BJP,79209,1,0,Doctorate,"Rs 8,72,40,211","Rs 3,73,363"
Barabanki,BARABANKI,GEN,DHARMRAJ SINGH YADAV URF SURESH YADAV,M,GEN,57,SP,99453,1,0,Graduate Professional,"Rs 1,60,76,468",Rs 0
Barabanki,BARABANKI,GEN,HAR GOVIND SINGH,M,GEN,51,BJP,67112,3,0,Graduate,"Rs 10,20,63,801","Rs 1,36,40,483"
Barabanki,BARABANKI,GEN,N-O-T-A,NULL,NULL,NULL,NOTA,1622,4,0,0,0,0
Barabanki,BARABANKI,GEN,SURENDRA SINGH,M,GEN,57,BSP,69748,2,0,Graduate Professional,"Rs 7,82,11,592","Rs 39,55,000"
Aligarh,BARAULI,GEN,NEERAJ SHARMA,M,GEN,33,RLD,1829,4,0,Post Graduate,"Rs 10,86,000",Rs 0
Aligarh,BARAULI,GEN,THAKUR JAIVIR SINGH,M,GEN,56,BSP,86782,2,0,Post Graduate,"Rs 9,99,39,559","Rs 49,34,388"
Baghpat,BARAUT,GEN,LOKESH DIXIT,M,GEN,51,BSP,22071,4,0,10th Pass,"Rs 5,70,75,886",Rs 0
Baghpat,BARAUT,GEN,SHOKENDRA,M,GEN,36,SP,28376,3,0,12th Pass,"Rs 55,89,010",Rs 0
Bareilly,BAREILLY,GEN,DR. ARUN KUMAR,M,GEN,66,BJP,115270,1,0,Graduate Professional,"Rs 13,61,76,941","Rs 1,46,09,530"
Bareilly,BAREILLY,GEN,PREM PRAKASH AGARWAL,M,GEN,59,INC,86559,2,0,Post Graduate,"Rs 13,35,02,407","Rs 1,08,98,971"
Bareilly,BAREILLY,GEN,TARKESHWAR CHATURVEDI,M,GEN,43,CPI,1755,4,0,Graduate Professional,"Rs 44,63,335",Rs 0
Bareilly,BAREILLY CANTT.,GEN,MUJAHID HASSAN KHAN,M,GEN,61,INC,75777,2,0,10th Pass,"Rs 65,46,907",Rs 0
Bareilly,BAREILLY CANTT.,GEN,N-O-T-A,NULL,NULL,NULL,NOTA,1061,4,0,0,0,0
Bareilly,BAREILLY CANTT.,GEN,RAJESH AGARWAL,M,GEN,73,BJP,88441,1,0,Post Graduate,"Rs 3,48,78,384",Rs 0
Deoria,BARHAJ,GEN,GIRENDRA PRATAP YADAV,M,GEN,38,IND,18489,4,0,Graduate,"Rs 82,48,747","Rs 8,11,790"
Deoria,BARHAJ,GEN,SURESH TIWARI,M,GEN,76,BJP,61996,1,0,Post Graduate,"Rs 15,43,833","Rs 5,55,621"
Bijnor,BARHAPUR,GEN,INDRA DEV SINGH,M,GEN,63,IND,6190,4,0,Post Graduate,"Rs 1,38,48,648","Rs 4,00,000"
Bijnor,BARHAPUR,GEN,SUSHANT KUMAR,M,GEN,28,BJP,78744,1,0,Graduate,"Rs 5,04,46,361","Rs 72,75,662"
PILIBHIT,BARKHERA,GEN,KISHAN LAL RAJPOOT,M,GEN,55,BJP,104595,1,0,12th Pass,"Rs 15,88,332",Rs 0
Basti,BASTI SADAR,GEN,RAJA ASHWARYA RAJ SINGH,M,GEN,35,RLD,4152,4,0,Literate,"Rs 3,28,500",Rs 0
Saharanpur,BEHAT,GEN,MAHAVEER SINGH RANA,M,GEN,55,BJP,71449,2,0,Graduate Professional,"Rs 5,56,63,295","Rs 29,85,082"
Saharanpur,BEHAT,GEN,MOHD. IQBAL,M,GEN,52,BSP,71019,3,0,Literate,"Rs 14,01,03,795","Rs 1,02,14,938"
Saharanpur,BEHAT,GEN,NARESH SAINI,M,GEN,53,INC,97035,1,0,Post Graduate,"Rs 1,07,80,291","Rs 3,98,000"
Saharanpur,BEHAT,GEN,RANA ADITYA PRATAP SINGH,M,GEN,49,IND,4187,4,0,12th Pass,"Rs 6,59,20,214","Rs 2,86,731"
Ballia,BELTHARA ROAD,SC,DHANANJAY KANNOUJIA,M,SC,34,BJP,77504,1,0,Graduate,"Rs 3,77,000",Rs 0
Ballia,BELTHARA ROAD,SC,N-O-T-A,NULL,NULL,NULL,NOTA,1305,4,0,0,0,0
Sant Ravidas Nagar,BHADOHI,GEN,RAVINDRA KUMAR PATEL,M,GEN,47,NINSHAD,11433,4,0,Graduate Professional,"Rs 8,35,34,841","Rs 1,95,87,566"
Sant Ravidas Nagar,BHADOHI,GEN,RAVINDRA NATH TRIPATHI,M,GEN,56,BJP,79519,1,0,Graduate,"Rs 3,54,36,104",Rs 0
Unnao,BHAGWANTNAGAR,GEN,ANKIT PARIHAR,M,GEN,31,INC,49605,3,0,Graduate Professional,"Rs 31,24,484",Rs 0
Unnao,BHAGWANTNAGAR,GEN,HRIDAY NARAYAN DIKSHIT,M,GEN,69,BJP,103698,1,0,Post Graduate,"Rs 1,73,85,079",Rs 0
Unnao,BHAGWANTNAGAR,GEN,KRIPA SHANKAR SINGH,M,GEN,62,LD,18988,4,0,Post Graduate,"Rs 1,92,70,683",Rs 0
Unnao,BHAGWANTNAGAR,GEN,SHASHANK SHEKHAR SINGH,M,GEN,25,BSP,50332,2,0,Graduate Professional,"Rs 1,39,36,894","Rs 22,07,207"
Etawah,BHARTHANA,SC,KAMLESH KUMAR KATHERIA,M,SC,32,SP,80037,2,0,Graduate,"Rs 54,94,471",Rs 0
Etawah,BHARTHANA,SC,N-O-T-A,NULL,NULL,NULL,NOTA,1608,4,0,0,0,0
Etawah,BHARTHANA,SC,RAGHVENDRA KUMAR GAUTAM,M,SC,47,BSP,61838,3,0,Post Graduate,"Rs 54,15,559",Rs 0
Etawah,BHARTHANA,SC,SAVITRI KATHERIA,F,SC,49,BJP,82005,1,0,10th Pass,"Rs 20,90,204",Rs 0
Deoria,BHATPAR RANI,GEN,ASHUTOSH,M,GEN,35,SP,61862,1,0,Doctorate,"Rs 2,41,67,161",Rs 0
Deoria,BHATPAR RANI,GEN,JAYNATH KUSHWAHA URF GUDDAN,M,GEN,50,BJP,50765,2,0,Post Graduate,"Rs 1,37,98,973",Rs 0
Deoria,BHATPAR RANI,GEN,SABHAKUNWAR,M,GEN,62,BSP,44161,3,0,Post Graduate,"Rs 43,15,207","Rs 4,92,363"
Shrawasti,BHINGA,GEN,ALEKSHENDRA KANT SINGH,M,GEN,49,BJP,69950,2,0,12th Pass,"Rs 4,10,35,969",Rs 0
Shrawasti,BHINGA,GEN,INDRANI DEVI,F,GEN,47,SP,57986,3,0,12th Pass,"Rs 2,20,73,870","Rs 1,55,000"
Kanpur Dehat,BHOGNIPUR,GEN,VINOD KUMAR KATIYAR,M,GEN,49,BJP,71466,1,0,Post Graduate,"Rs 14,56,67,783",Rs 0
Kanpur Dehat,BHOGNIPUR,GEN,YOGENDRA PAL SINGH,M,GEN,75,SP,48181,3,0,Graduate Professional,"Rs 94,50,347",Rs 0
Bareilly,BHOJIPURA,GEN,BAHORAN LAL MAURYA,M,GEN,64,BJP,100381,1,0,Graduate,"Rs 70,16,928","Rs 5,39,205"
Bareilly,BHOJIPURA,GEN,SHER ALI ZAFRI,M,GEN,46,IEMC,6494,4,0,Post Graduate,"Rs 3,08,10,700","Rs 1,30,000"
Farrukhabad,BHOJPUR,GEN,ARSHAD JAMAL SIDDIQUI,M,GEN,33,SP,58796,2,0,Graduate,"Rs 14,66,63,857","Rs 85,26,996"
Farrukhabad,BHOJPUR,GEN,NAGENDRA SINGH RATHORE,M,GEN,59,BJP,93673,1,0,Graduate,"Rs 1,32,15,957",Rs 0
Farrukhabad,BHOJPUR,GEN,URMILA,F,GEN,56,LD,2116,4,0,Others,"Rs 1,51,15,000",Rs 0
Mainpuri,BHONGAON,GEN,ALOK KUMAR,M,GEN,44,SP,72400,2,0,Graduate,"Rs 2,89,36,759",Rs 0
Mainpuri,BHONGAON,GEN,N-O-T-A,NULL,NULL,NULL,NOTA,1242,4,0,0,0,0
